574.955	7580	10359
575.723	7594	10274
576.491	7653	10496
577.259	7613	10604
578.027	7599	10585
578.795	7692	10483
579.563	7717	10719
580.33	7723	10767
581.098	7722	10851
581.866	7766	10965
582.633	7744	11025
583.401	7732	11026
584.168	7744	11031
584.936	7706	11093
585.703	7725	11242
586.47	7699	11344
587.237	7712	11321
588.004	7696	11203
588.771	7685	11299
589.538	7777	11368
590.305	7759	11463
591.072	7779	11660
591.839	7770	11580
592.606	7743	11588
593.372	7742	11642
594.139	7729	11672
594.905	7725	11737
595.672	7740	11956
596.438	7726	11847
597.204	7723	11870
597.971	7795	11915
598.737	7783	12059
599.503	7775	12107
600.269	7791	12169
601.035	7802	12240
601.801	7741	12191
602.566	7754	12322
603.332	7707	12307
604.098	7718	12586
604.864	7688	12689
605.629	7674	12493
606.395	7722	12466
607.16	7775	12501
607.925	7783	12688
608.691	7790	12755
609.456	7848	12773
610.221	7825	12838
610.986	7801	12908
611.751	7793	12837
612.516	7701	12859
613.281	7678	13010
614.046	7709	13024
614.811	7694	13055
615.575	7715	13142
616.34	7742	13049
617.104	7812	13086
617.869	7792	13374
618.633	7823	13455
619.398	7853	13399
620.162	7803	13459
620.926	7806	13302
621.69	7729	13500
622.454	7716	13735
623.218	7646	13553
623.982	7615	13615
624.746	7663	13416
625.51	7643	13549
626.274	7684	13762
627.037	7708	13837
627.801	7721	13793
628.564	7774	13928
629.328	7738	13883
630.091	7693	14093
630.854	7680	14356
631.618	7658	14175
632.381	7599	14260
633.144	7604	14070
633.907	7573	13811
634.67	7584	14174
635.433	7631	14324
636.196	7600	14071
636.958	7628	14378
637.721	7616	14470
638.484	7639	14320
639.246	7619	14416
640.009	7600	14661
640.771	7594	14562
641.533	7574	14760
642.296	7496	14324
643.058	7531	14465
643.82	7546	14694
644.582	7531	14803
645.344	7504	14788
646.106	7566	14880
646.868	7607	14934
647.63	7578	15078
648.391	7590	15347
649.153	7612	15028
649.914	7623	15463
650.676	7609	15134
651.437	7602	15284
652.199	7548	15106
652.96	7585	15293
653.721	7532	15502
654.482	7472	15418
655.243	7428	15720
656.004	7446	15256
656.765	7485	15415
657.526	7435	15583
658.287	7391	15878
659.048	7432	15747
659.808	7415	15712
660.569	7424	15225
661.329	7397	15504
662.09	7339	15905
662.85	7326	15744
663.61	7351	15872
664.371	7347	15876
665.131	7365	15676
665.891	7346	15625
666.651	7322	15811
667.411	7299	15828
668.171	7297	16137
668.93	7261	15917
669.69	7239	15559
670.45	7260	15597
671.209	7206	15928
671.969	7219	16029
672.728	7161	16241
673.488	7204	16076
674.247	7195	16010
675.006	7185	15764
675.765	7242	16127
676.524	7211	16195
677.283	7208	16448
678.042	7231	16200
678.801	7166	15862
679.56	7118	16012
680.319	7123	16134
681.077	7158	16233
681.836	7146	16333
682.594	7130	16569
683.353	7095	16239
684.111	7044	16593
684.869	7081	16120
685.627	7058	16368
686.386	7034	16367
687.144	7008	16238
687.902	7022	16119
688.659	6983	16056
689.417	6975	16540
690.175	6942	16313
690.933	6899	16495
691.69	6916	16295
692.448	6835	16185
693.205	6775	16242
693.963	6728	16447
694.72	6716	16374
695.477	6724	16211
696.234	6704	16147
696.992	6733	16366
697.749	6671	16220
698.505	6645	16344
699.262	6699	16345
700.019	6743	16356
700.776	6681	16359
701.533	6686	16387
702.289	6648	15589
703.046	6618	15933
703.802	6585	16388
704.558	6555	16429
705.315	6527	16282
706.071	6499	15739
706.827	6398	16152
707.583	6344	16288
708.339	6366	16373
709.095	6380	16083
709.851	6363	15970
710.607	6299	15834
711.362	6315	15870
712.118	6374	15988
712.873	6401	15919
713.629	6436	16173
714.384	6388	15864
715.139	6314	15660
715.895	6254	16006
716.65	6254	16142
717.405	6254	15937
718.16	6228	15657
718.915	6150	16053
719.67	6020	15584
720.425	6002	15396
721.179	6019	15571
721.934	6027	15454
722.688	6007	15684
723.443	5957	15598
724.197	5909	15522
724.952	5910	15551
725.706	5995	15866
726.46	5984	15617
727.214	5977	15386
727.968	5931	15534
728.722	5905	15594
729.476	5865	15659
730.23	5857	15094
730.983	5814	15495
731.737	5745	15372
732.491	5674	15428
733.244	5677	15325
733.998	5643	15488
734.751	5557	15348
735.504	5513	15216
736.257	5606	15317
737.01	5659	15070
737.763	5580	14874
738.516	5531	15334
739.269	5494	14699
740.022	5563	14982
740.775	5652	15033
741.527	5582	15282
742.28	5472	14697
743.033	5399	14713
743.785	5411	14755
744.537	5451	15066
745.29	5440	14667
746.042	5368	14517
746.794	5331	14773
747.546	5251	14851
748.298	5276	14376
749.05	5295	14782
749.801	5285	14682
750.553	5317	14606
751.305	5245	14355
752.056	5211	14538
752.808	5193	14300
753.559	5160	14616
754.311	5157	14492
755.062	5145	13924
755.813	5151	14250
756.564	5113	14208
757.315	5077	13777
758.066	5079	14460
758.817	5048	14362
759.568	4983	14110
760.318	4973	14076
761.069	4925	14083
761.82	4861	13992
762.57	4844	14109
763.321	4812	13582
764.071	4825	13823
764.821	4791	13975
765.571	4789	13573
766.321	4775	13695
767.071	4750	13879
767.821	4751	13688
768.571	4713	14007
769.321	4693	14188
770.07	4687	13661
770.82	4693	13521
771.57	4695	14237
772.319	4632	13572
773.068	4563	13222
773.818	4490	13132
774.567	4419	13362
775.316	4325	12758
776.065	4353	13234
776.814	4404	13705
777.563	4440	13779
778.312	4433	13728
779.061	4405	13431
779.809	4370	12999
780.558	4260	13074
781.306	4181	12452
782.055	4170	12710
782.803	4117	12786
783.551	4174	13119
784.299	4205	13079
785.047	4216	13155
785.795	4222	12857
786.543	4175	12813
787.291	4072	12658
788.039	4006	12487
788.787	3957	12414
789.534	3935	12790
790.282	3921	12796
791.029	3945	12767
791.777	3992	12928
792.524	3964	12607
793.271	3918	12359
794.018	3875	11948
794.765	3779	11943
795.512	3685	11725
796.259	3621	11873
797.006	3605	12185
797.753	3645	11687
798.499	3676	12369
799.246	3725	12068
799.992	3782	12459
800.739	3795	12372
801.485	3734	12052
802.231	3688	11573
802.978	3587	11470
803.724	3515	11448
804.47	3488	11410
805.216	3464	11829
805.961	3457	11395
806.707	3472	12172
807.453	3490	11906
808.198	3492	11636
808.944	3480	11339
809.689	3453	11443
810.435	3406	11597
811.18	3395	11466
811.925	3367	11537
812.67	3396	11090
813.415	3340	11148
814.16	3326	10931
814.905	3347	11248
815.65	3294	11243
816.394	3299	11155
817.139	3262	11314
817.883	3234	10937
818.628	3218	11335
819.372	3161	10533
820.117	3152	10557
820.861	3139	10575
821.605	3124	10810
822.349	3129	10869
823.093	3112	10520
823.837	3095	10723
824.58	3047	10487
825.324	3047	10895
826.068	3085	10568
826.811	3088	10593
827.555	3112	10683
828.298	3057	10515
829.041	3026	10440
829.785	2950	9891
830.528	2951	10241
831.271	2950	10195
832.014	2970	10412
832.756	2992	10306
833.499	2985	10477
834.242	2927	10260
834.985	2866	10161
835.727	2842	9927
836.469	2841	10046
837.212	2840	10384
837.954	2837	10028
838.696	2862	10088
839.438	2828	9798
840.18	2779	9708
840.922	2717	9459
841.664	2707	9389
842.406	2728	9740
843.148	2737	9752
843.889	2794	10116
844.631	2800	9911
845.372	2819	9747
846.114	2829	9797
846.855	2815	9657
847.596	2758	9321
848.337	2686	9086
849.078	2640	9101
849.819	2601	8968
850.56	2621	8980
851.301	2617	9242
852.041	2629	9339
852.782	2651	9689
853.522	2714	9649
854.263	2712	9399
855.003	2714	9657
855.743	2696	9390
856.483	2618	9048
857.224	2572	8788
857.964	2516	8702
858.703	2467	8750
859.443	2442	8579
860.183	2505	8992
860.923	2540	9101
861.662	2544	9059
862.402	2562	8987
863.141	2563	8667
863.88	2569	8540
864.62	2531	8506
865.359	2524	8610
866.098	2503	8549
866.837	2494	8721
867.576	2483	8651
868.314	2487	8619
869.053	2503	8666
869.792	2516	8673
870.53	2485	8643
871.269	2470	8499
872.007	2469	8445
872.745	2438	8161
873.483	2419	8350
874.222	2378	8291
874.96	2402	8257
875.698	2416	8367
876.435	2404	8375
877.173	2376	8415
877.911	2358	8165
878.648	2397	8131
879.386	2383	8098
880.123	2357	8154
880.861	2338	7975
881.598	2339	7858
882.335	2358	7923
883.072	2382	7927
883.809	2397	8031
884.546	2395	8009
885.283	2361	7808
886.019	2340	7767
886.756	2325	7542
887.492	2319	7728
888.229	2307	7502
888.965	2330	7900
889.702	2297	7820
890.438	2313	7842
891.174	2272	7481
891.91	2288	7440
892.646	2234	7370
893.382	2224	7366
894.117	2226	7426
894.853	2228	7491
895.589	2217	7475
896.324	2179	7446
897.059	2205	7309
897.795	2220	7390
898.53	2191	7377
899.265	2181	7285
900	2206	7313
900.735	2198	7051
901.47	2213	7089
902.205	2180	6965
902.939	2169	7056
903.674	2145	6887
904.408	2132	7097
905.143	2116	6990
905.877	2125	6848
906.611	2145	6793
907.346	2148	6888
908.08	2124	7058
908.814	2101	6881
909.547	2120	6719
910.281	2066	6472
911.015	2051	6529
911.749	2034	6508
912.482	2031	6429
913.216	2000	6676
913.949	2023	6560
914.682	1992	6566
915.415	1984	6449
916.148	2004	6800
916.881	2014	6552
917.614	2025	6601
918.347	2029	6307
919.08	2036	6322
919.812	2012	6128
920.545	1973	6074
921.277	1974	5973
922.01	1936	6110
922.742	1932	5975
923.474	1881	5940
924.206	1889	5850
924.938	1887	5762
925.67	1868	5870
926.402	1871	5839
927.134	1859	5913
927.865	1864	5843
928.597	1882	5800
929.328	1858	5688
930.06	1838	5580
930.791	1840	5594
931.522	1813	5514
932.253	1777	5461
932.984	1742	5387
933.715	1713	5342
934.446	1700	5416
935.177	1716	5330
935.907	1717	5405
936.638	1727	5384
937.368	1718	5433
938.099	1717	5359
938.829	1732	5269
939.559	1726	5173
940.289	1728	5185
941.019	1714	5133
941.749	1699	5074
942.479	1677	4967
943.209	1645	4837
943.938	1632	4695
944.668	1606	4642
